ENSEMBL,AZD1775,Olap.AZD1775,Olaparib,ENTREZID,SYMBOL,GENENAME
ENSG00000213432,1,0,0,,,
ENSG00000138190,1,0,0,54536,EXOC6,exocyst complex component 6
ENSG00000198060,1,0,0,54708,MARCH5,membrane associated ring-CH-type finger 5
ENSG00000180581,1,0,0,,,
ENSG00000119938,0,0,1,5507,PPP1R3C,protein phosphatase 1 regulatory subunit 3C
ENSG00000165338,1,0,0,143279,HECTD2,HECT domain E3 ubiquitin protein ligase 2
ENSG00000148688,1,0,0,10556,RPP30,ribonuclease P/MRP subunit p30
ENSG00000232229,1,0,0,643529,LINC00865,long intergenic non-protein coding RNA 865
ENSG00000152778,1,0,0,24138,IFIT5,interferon induced protein with tetratricopeptide repeats 5
ENSG00000107798,1,0,0,3988,LIPA,"lipase A, lysosomal acid type"
ENSG00000026103,1,0,0,355,FAS,Fas cell surface death receptor
ENSG00000107789,1,0,0,9562,MINPP1,multiple inositol-polyphosphate phosphatase 1
ENSG00000214562,-1,0,0,728130,NUTM2D,NUT family member 2D
ENSG00000184923,-1,0,0,728118,NUTM2A,NUT family member 2A
ENSG00000148672,1,0,0,2746,GLUD1,glutamate dehydrogenase 1
ENSG00000178429,1,0,0,,,
ENSG00000165678,1,0,0,27069,GHITM,growth hormone inducible transmembrane protein
ENSG00000212769,1,0,0,,,
ENSG00000185737,0,0,1,10718,NRG3,neuregulin 3
ENSG00000108219,-1,0,0,81619,TSPAN14,tetraspanin 14
ENSG00000122378,-1,0,0,84293,PRXL2A,peroxiredoxin like 2A
ENSG00000188199,-1,0,0,729262,NUTM2B,NUT family member 2B
ENSG00000165424,-1,0,0,219654,ZCCHC24,zinc finger CCHC-type containing 24
ENSG00000108175,-1,0,0,57178,ZMIZ1,zinc finger MIZ-type containing 1
ENSG00000151208,-1,0,0,9231,DLG5,discs large MAGUK scaffold protein 5
ENSG00000165644,1,0,0,118881,COMTD1,catechol-O-methyltransferase domain containing 1
ENSG00000156110,1,0,0,132,ADK,adenosine kinase
ENSG00000214655,-1,0,0,23053,ZSWIM8,zinc finger SWIM-type containing 8
ENSG00000172586,1,0,0,118487,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1
ENSG00000176986,-1,0,0,9632,SEC24C,"SEC24 homolog C, COPII coat complex component"
ENSG00000166348,-1,0,0,159195,USP54,ubiquitin specific peptidase 54
ENSG00000107758,1,0,0,5532,PPP3CB,protein phosphatase 3 catalytic subunit beta
ENSG00000156042,1,0,0,118491,CFAP70,cilia and flagella associated protein 70
ENSG00000227540,1,0,0,414245,DNAJC9-AS1,DNAJC9 antisense RNA 1
ENSG00000213700,1,0,0,,,
ENSG00000215086,1,0,0,,,
ENSG00000166295,1,0,0,119504,ANAPC16,anaphase promoting complex subunit 16
ENSG00000138303,1,0,0,51008,ASCC1,activating signal cointegrator 1 complex subunit 1
ENSG00000122863,-1,0,0,9469,CHST3,carbohydrate sulfotransferase 3
ENSG00000172731,-1,0,0,55222,LRRC20,leucine rich repeat containing 20
ENSG00000079332,1,0,0,56681,SAR1A,secretion associated Ras related GTPase 1A
ENSG00000171224,1,0,0,219738,FAM241B,family with sequence similarity 241 member B
ENSG00000156515,-1,0,0,3098,HK1,hexokinase 1
ENSG00000122958,1,0,0,9559,VPS26A,"VPS26, retromer complex component A"
ENSG00000214881,1,0,0,,,
ENSG00000122912,1,0,0,8034,SLC25A16,solute carrier family 25 member 16
ENSG00000138346,1,0,0,1763,DNA2,DNA replication helicase/nuclease 2
ENSG00000235489,1,0,0,,,
ENSG00000213609,1,0,0,,,
ENSG00000165476,1,0,0,221035,REEP3,receptor accessory protein 3
ENSG00000234369,1,0,0,,,
ENSG00000170312,1,0,0,983,CDK1,cyclin dependent kinase 1
ENSG00000108064,1,0,0,7019,TFAM,"transcription factor A, mitochondrial"
ENSG00000232706,-1,0,0,,,
ENSG00000138297,1,0,0,,,
ENSG00000165633,0,0,1,196740,VSTM4,V-set and transmembrane domain containing 4
ENSG00000183675,1,0,0,,,
ENSG00000259942,0,0,1,,,
ENSG00000272430,1,0,0,,,
ENSG00000204179,1,0,0,26095,PTPN20,protein tyrosine phosphatase non-receptor type 20
ENSG00000172661,-1,0,0,253725,WASHC2C,WASH complex subunit 2C
ENSG00000165406,-1,0,0,220972,MARCH8,membrane associated ring-CH-type finger 8
ENSG00000165507,-1,0,0,11067,DEPP1,DEPP1 autophagy regulator
ENSG00000214089,1,0,0,,,
ENSG00000169740,1,0,0,7580,ZNF32,zinc finger protein 32
ENSG00000196793,1,0,0,8187,ZNF239,zinc finger protein 239
ENSG00000198915,-1,0,0,221002,RASGEF1A,RasGEF domain family member 1A
ENSG00000099251,1,0,0,158160,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
ENSG00000075407,-1,0,0,7587,ZNF37A,zinc finger protein 37A
ENSG00000198105,1,0,0,57209,ZNF248,zinc finger protein 248
ENSG00000177283,-1,0,0,8325,FZD8,frizzled class receptor 8
ENSG00000271335,0,0,1,,,
ENSG00000095794,1,0,0,1390,CREM,cAMP responsive element modulator
ENSG00000108094,1,0,0,8453,CUL2,cullin 2
ENSG00000148498,-1,0,0,56288,PARD3,par-3 family cell polarity regulator
ENSG00000229605,1,0,0,,,
ENSG00000254635,-1,0,0,,,
ENSG00000099246,1,0,0,22931,RAB18,"RAB18, member RAS oncogene family"
ENSG00000150867,-1,0,0,5305,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
ENSG00000168283,1,0,0,648,BMI1,"BMI1 proto-oncogene, polycomb ring finger"
ENSG00000148444,1,0,0,23412,COMMD3,COMM domain containing 3
ENSG00000228753,-1,0,0,,,
ENSG00000260589,1,0,0,102723166,STAM-AS1,STAM antisense RNA 1 (head to head)
ENSG00000165996,1,0,0,9200,HACD1,3-hydroxyacyl-CoA dehydratase 1
ENSG00000148488,0,0,1,338596,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
ENSG00000229124,1,0,0,100507347,VIM-AS1,VIM antisense RNA 1
ENSG00000148481,1,0,0,80013,MINDY3,MINDY lysine 48 deubiquitinase 3
ENSG00000148468,-1,0,0,221061,FAM171A1,family with sequence similarity 171 member A1
ENSG00000187522,1,0,0,51182,HSPA14,heat shock protein family A (Hsp70) member 14
ENSG00000107537,1,0,0,5264,PHYH,phytanoyl-CoA 2-hydroxylase
ENSG00000151465,0,0,-1,8872,CDC123,cell division cycle 123
ENSG00000165609,0,0,-1,11164,NUDT5,nudix hydrolase 5
ENSG00000181192,0,0,-1,55526,DHTKD1,dehydrogenase E1 and transketolase domain containing 1
ENSG00000151461,-1,0,0,26019,UPF2,UPF2 regulator of nonsense mediated mRNA decay
ENSG00000148426,0,0,-1,254427,PROSER2,proline and serine rich 2
ENSG00000134463,0,0,-1,79746,ECHDC3,enoyl-CoA hydratase domain containing 3
ENSG00000148429,0,0,-1,9712,USP6NL,USP6 N-terminal like
ENSG00000229919,1,0,0,,,
ENSG00000165629,1,0,0,509,ATP5F1C,ATP synthase F1 subunit gamma
ENSG00000170525,-1,0,0,5209,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
ENSG00000134453,0,0,-1,84991,RBM17,RNA binding motif protein 17
ENSG00000057608,1,0,0,2665,GDI2,GDP dissociation inhibitor 2
ENSG00000178372,0,0,-1,51806,CALML5,calmodulin like 5
ENSG00000067057,0,0,1,5214,PFKP,"phosphofructokinase, platelet"
ENSG00000107937,0,0,-1,23560,GTPBP4,GTP binding protein 4
ENSG00000107929,-1,0,0,23185,LARP4B,La ribonucleoprotein domain family member 4B
ENSG00000233013,-1,0,0,,,
ENSG00000148408,0,0,1,774,CACNA1B,calcium voltage-gated channel subunit alpha1 B
ENSG00000181090,-1,0,0,79813,EHMT1,euchromatic histone lysine methyltransferase 1
ENSG00000148399,1,0,0,92715,DPH7,diphthamide biosynthesis 7
ENSG00000165802,-1,0,0,26012,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
ENSG00000188833,0,0,-1,377841,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8
ENSG00000187609,-1,0,0,54932,EXD3,exonuclease 3'-5' domain containing 3
ENSG00000188986,-1,0,0,25920,NELFB,negative elongation factor complex member B
ENSG00000176248,-1,0,0,29882,ANAPC2,anaphase promoting complex subunit 2
ENSG00000197355,-1,0,0,91373,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ENSG00000186193,-1,0,0,89958,SAPCD2,suppressor APC domain containing 2
ENSG00000107331,-1,0,0,20,ABCA2,ATP binding cassette subfamily A member 2
ENSG00000159069,-1,0,0,54461,FBXW5,F-box and WD repeat domain containing 5
ENSG00000127191,-1,0,0,7186,TRAF2,TNF receptor associated factor 2
ENSG00000232434,-1,0,0,389813,AJM1,apical junction component 1 homolog
ENSG00000196642,-1,0,0,55684,RABL6,"RAB, member RAS oncogene family like 6"
ENSG00000244187,1,0,0,85014,TMEM141,transmembrane protein 141
ENSG00000165716,-1,0,0,138311,DIPK1B,divergent protein kinase domain 1B
ENSG00000148400,-1,0,0,4851,NOTCH1,notch receptor 1
ENSG00000148396,-1,0,0,9919,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor"
ENSG00000148384,-1,0,0,56623,INPP5E,inositol polyphosphate-5-phosphatase E
ENSG00000165684,-1,0,0,6621,SNAPC4,small nuclear RNA activating complex polypeptide 4
ENSG00000160360,-1,0,0,26086,GPSM1,G protein signaling modulator 1
ENSG00000165661,-1,0,0,169714,QSOX2,quiescin sulfhydryl oxidase 2
ENSG00000238227,-1,0,0,90120,TMEM250,transmembrane protein 250
ENSG00000186350,-1,0,0,6256,RXRA,retinoid X receptor alpha
ENSG00000196363,-1,0,0,11091,WDR5,WD repeat domain 5
ENSG00000169925,-1,0,0,8019,BRD3,bromodomain containing 3
ENSG00000160293,-1,0,0,7410,VAV2,vav guanine nucleotide exchange factor 2
ENSG00000160325,-1,0,0,11094,CACFD1,calcium channel flower domain containing 1
ENSG00000148300,-1,0,0,57109,REXO4,"REX4 homolog, 3'-5' exonuclease"
ENSG00000148248,-1,0,0,6836,SURF4,surfeit 4
ENSG00000148290,1,0,0,6834,SURF1,SURF1 cytochrome c oxidase assembly factor
ENSG00000148303,1,0,0,6130,RPL7A,ribosomal protein L7a
ENSG00000148297,-1,0,0,6837,MED22,mediator complex subunit 22
ENSG00000148296,-1,0,0,6838,SURF6,surfeit 6
ENSG00000160271,-1,0,0,5900,RALGDS,ral guanine nucleotide dissociation stimulator
ENSG00000148308,0,0,-1,9328,GTF3C5,general transcription factor IIIC subunit 5
ENSG00000160563,1,0,0,9442,MED27,mediator complex subunit 27
ENSG00000107263,-1,0,0,2889,RAPGEF1,Rap guanine nucleotide exchange factor 1
ENSG00000130723,-1,0,0,84726,PRRC2B,proline rich coiled-coil 2B
ENSG00000097007,-1,0,0,25,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ENSG00000130713,1,0,0,23404,EXOSC2,exosome component 2
ENSG00000148358,-1,0,0,57720,GPR107,G protein-coupled receptor 107
ENSG00000136878,-1,0,0,10868,USP20,ubiquitin specific peptidase 20
ENSG00000148331,-1,0,0,140459,ASB6,ankyrin repeat and SOCS box containing 6
ENSG00000119383,-1,0,0,5524,PTPA,protein phosphatase 2 phosphatase activator
ENSG00000095321,-1,0,0,1384,CRAT,carnitine O-acetyltransferase
ENSG00000136802,-1,0,0,56262,LRRC8A,leucine rich repeat containing 8 VRAC subunit A
ENSG00000198917,-1,0,0,51490,SPOUT1,SPOUT domain containing methyltransferase 1
ENSG00000107021,-1,0,0,54662,TBC1D13,TBC1 domain family member 13
ENSG00000160445,-1,0,0,10444,ZER1,zyg-11 related cell cycle regulator
ENSG00000197694,-1,0,0,6709,SPTAN1,"spectrin alpha, non-erythrocytic 1"
ENSG00000223551,1,0,0,,,
ENSG00000167114,-1,0,0,10999,SLC27A4,solute carrier family 27 member 4
ENSG00000167113,1,0,0,51117,COQ4,coenzyme Q4
ENSG00000272696,1,0,0,,,
ENSG00000167112,1,0,0,26995,TRUB2,TruB pseudouridine synthase family member 2
ENSG00000167110,-1,0,0,2801,GOLGA2,golgin A2
ENSG00000148337,-1,0,0,25792,CIZ1,CDKN1A interacting zinc finger protein 1
ENSG00000148339,-1,0,0,114789,SLC25A25,solute carrier family 25 member 25
ENSG00000167106,-1,0,0,399665,FAM102A,family with sequence similarity 102 member A
ENSG00000136807,-1,0,0,1025,CDK9,cyclin dependent kinase 9
ENSG00000136830,-1,0,0,64855,NIBAN2,niban apoptosis regulator 2
ENSG00000136944,-1,0,0,4010,LMX1B,LIM homeobox transcription factor 1 beta
ENSG00000196814,-1,0,0,89853,MVB12B,multivesicular body subunit 12B
ENSG00000119487,-1,0,0,79109,MAPKAP1,MAPK associated protein 1
ENSG00000136935,-1,0,0,2800,GOLGA1,golgin A1
ENSG00000136942,1,0,0,11224,RPL35,ribosomal protein L35
ENSG00000185585,-1,0,0,169611,OLFML2A,olfactomedin like 2A
ENSG00000136930,1,0,0,5695,PSMB7,proteasome subunit beta 7
ENSG00000119408,0,0,1,10783,NEK6,NIMA related kinase 6
ENSG00000119522,-1,0,0,57706,DENND1A,DENN domain containing 1A
ENSG00000213216,1,0,0,,,
ENSG00000261094,1,0,0,,,
ENSG00000171448,1,0,0,57684,ZBTB26,zinc finger and BTB domain containing 26
ENSG00000148187,1,0,0,92399,MRRF,mitochondrial ribosome recycling factor
ENSG00000119421,1,0,0,4702,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8
ENSG00000136848,-1,0,0,153090,DAB2IP,DAB2 interacting protein
ENSG00000213467,1,0,0,,,
ENSG00000148180,-1,0,0,2934,GSN,gelsolin
ENSG00000119402,-1,0,0,26190,FBXW2,F-box and WD repeat domain containing 2
ENSG00000136861,-1,0,0,55755,CDK5RAP2,CDK5 regulatory subunit associated protein 2
ENSG00000234782,1,0,0,,,
ENSG00000229817,-1,0,0,,,
ENSG00000157693,-1,0,0,203197,TMEM268,transmembrane protein 268
ENSG00000136888,1,0,0,9550,ATP6V1G1,ATPase H+ transporting V1 subunit G1
ENSG00000095397,-1,0,0,25861,WHRN,whirlin
ENSG00000106948,-1,0,0,80709,AKNA,AT-hook transcription factor
ENSG00000196739,-1,0,0,85301,COL27A1,collagen type XXVII alpha 1 chain
ENSG00000157657,-1,0,0,114991,ZNF618,zinc finger protein 618
ENSG00000138835,-1,0,0,5998,RGS3,regulator of G protein signaling 3
ENSG00000165188,-1,0,0,138065,RNF183,ring finger protein 183
ENSG00000119321,-1,0,0,23307,FKBP15,FKBP prolyl isomerase 15
ENSG00000225684,-1,0,0,100128385,FAM225B,family with sequence similarity 225 member B
ENSG00000148158,-1,0,0,401548,SNX30,sorting nexin family member 30
ENSG00000119471,1,0,0,84263,HSDL2,hydroxysteroid dehydrogenase like 2
ENSG00000148154,1,0,0,7357,UGCG,UDP-glucose ceramide glucosyltransferase
ENSG00000136813,-1,0,0,23392,ECPAS,Ecm29 proteasome adaptor and scaffold
ENSG00000228053,1,0,0,,,
ENSG00000070159,-1,0,0,5774,PTPN3,protein tyrosine phosphatase non-receptor type 3
ENSG00000260230,0,0,1,23732,FRRS1L,ferric chelate reductase 1 like
ENSG00000119326,1,0,0,8727,CTNNAL1,catenin alpha like 1
ENSG00000095209,1,0,0,55151,TMEM38B,transmembrane protein 38B
ENSG00000165028,1,0,0,55335,NIPSNAP3B,nipsnap homolog 3B
ENSG00000136783,1,0,0,25934,NIPSNAP3A,nipsnap homolog 3A
ENSG00000136870,1,0,0,7743,ZNF189,zinc finger protein 189
ENSG00000136897,1,0,0,54534,MRPL50,mitochondrial ribosomal protein L50
ENSG00000023318,1,0,0,23071,ERP44,endoplasmic reticulum protein 44
ENSG00000106803,1,0,0,10952,SEC61B,SEC61 translocon beta subunit
ENSG00000165138,-1,0,0,203286,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6
ENSG00000136928,0,0,1,9568,GABBR2,gamma-aminobutyric acid type B receptor subunit 2
ENSG00000106785,-1,0,0,9830,TRIM14,tripartite motif containing 14
ENSG00000224546,-1,0,0,,,
ENSG00000175611,1,0,0,100128782,LINC00476,long intergenic non-protein coding RNA 476
ENSG00000185920,-1,0,0,5727,PTCH1,patched 1
ENSG00000158169,-1,0,0,2176,FANCC,FA complementation group C
ENSG00000131668,0,0,1,56033,BARX1,BARX homeobox 1
ENSG00000197724,-1,0,0,5253,PHF2,PHD finger protein 2
ENSG00000165238,-1,0,0,65268,WNK2,WNK lysine deficient protein kinase 2
ENSG00000106823,0,0,1,1842,ECM2,extracellular matrix protein 2
ENSG00000090054,1,0,0,10558,SPTLC1,serine palmitoyltransferase long chain base subunit 1
ENSG00000148090,1,0,0,549,AUH,AU RNA binding methylglutaconyl-CoA hydratase
ENSG00000187742,-1,0,0,79048,SECISBP2,SECIS binding protein 2
ENSG00000123975,1,0,0,1164,CKS2,CDC28 protein kinase regulatory subunit 2
ENSG00000148082,0,0,-1,53358,SHC3,SHC adaptor protein 3
ENSG00000226327,1,0,0,,,
ENSG00000219928,1,0,0,,,
ENSG00000135070,1,0,0,81689,ISCA1,iron-sulfur cluster assembly 1
ENSG00000135040,1,0,0,60560,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
ENSG00000186940,1,0,0,,,
ENSG00000234819,1,0,0,,,
ENSG00000234618,1,0,0,,,
ENSG00000135002,1,0,0,55312,RFK,riboflavin kinase
ENSG00000134996,1,0,0,26578,OSTF1,osteoclast stimulating factor 1
ENSG00000135045,1,0,0,55071,C9orf40,chromosome 9 open reading frame 40
ENSG00000119121,0,0,1,140803,TRPM6,transient receptor potential cation channel subfamily M member 6
ENSG00000155621,1,0,0,138241,C9orf85,chromosome 9 open reading frame 85
ENSG00000135048,-1,0,0,23670,CEMIP2,cell migration inducing hyaluronidase 2
ENSG00000236801,1,0,0,,,
ENSG00000165072,1,0,0,256691,MAMDC2,MAM domain containing 2
ENSG00000119139,-1,0,0,9414,TJP2,tight junction protein 2
ENSG00000233765,1,0,0,,,
ENSG00000147996,1,0,0,220869,CBWD5,COBW domain containing 5
ENSG00000204790,1,0,0,,,
ENSG00000268951,1,0,0,,,
ENSG00000219693,1,0,0,,,
ENSG00000182368,1,0,0,,,
ENSG00000215126,1,0,0,644019,CBWD6,COBW domain containing 6
ENSG00000229273,1,0,0,,,
ENSG00000196409,1,0,0,,,
ENSG00000198416,1,0,0,,,
ENSG00000107338,-1,0,0,6461,SHB,SH2 domain containing adaptor protein B
ENSG00000107371,1,0,0,51010,EXOSC3,exosome component 3
ENSG00000147912,-1,0,0,26267,FBXO10,F-box protein 10
ENSG00000234160,-1,0,0,,,
ENSG00000147905,1,0,0,84186,ZCCHC7,zinc finger CCHC-type containing 7
ENSG00000165304,0,0,-1,9833,MELK,maternal embryonic leucine zipper kinase
ENSG00000137103,-1,0,0,51754,TMEM8B,transmembrane protein 8B
ENSG00000107185,-1,0,0,9827,RGP1,"RGP1 homolog, RAB6A GEF complex partner 1"
ENSG00000070610,-1,0,0,57704,GBA2,glucosylceramidase beta 2
ENSG00000137076,-1,0,0,7094,TLN1,talin 1
ENSG00000107140,-1,0,0,7016,TESK1,testis associated actin remodelling kinase 1
ENSG00000198853,-1,0,0,9853,RUSC2,RUN and SH3 domain containing 2
ENSG00000165283,1,0,0,30968,STOML2,stomatin like 2
ENSG00000205143,-1,0,0,138715,ARID3C,AT-rich interaction domain 3C
ENSG00000137100,1,0,0,11258,DCTN3,dynactin subunit 3
ENSG00000164967,1,0,0,138716,RPP25L,ribonuclease P/MRP subunit p25 like
ENSG00000164970,-1,0,0,203259,FAM219A,family with sequence similarity 219 member A
ENSG00000164972,1,0,0,84688,C9orf24,chromosome 9 open reading frame 24
ENSG00000164976,-1,0,0,57462,MYORG,myogenesis regulating glycosidase (putative)
ENSG00000164978,1,0,0,318,NUDT2,nudix hydrolase 2
ENSG00000137073,-1,0,0,55833,UBAP2,ubiquitin associated protein 2
ENSG00000010438,1,0,0,5646,PRSS3,serine protease 3
ENSG00000230453,1,0,0,441459,ANKRD18B,ankyrin repeat domain 18B
ENSG00000086102,-1,0,0,4799,NFX1,"nuclear transcription factor, X-box binding 1"
ENSG00000086065,1,0,0,51510,CHMP5,charged multivesicular body protein 5
ENSG00000086062,-1,0,0,2683,B4GALT1,"beta-1,4-galactosyltransferase 1"
ENSG00000137074,1,0,0,54840,APTX,aprataxin
ENSG00000165264,1,0,0,4712,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6
ENSG00000147894,1,0,0,203228,C9orf72,C9orf72-SMCR8 complex subunit
ENSG00000240498,1,0,0,100048912,CDKN2B-AS1,CDKN2B antisense RNA 1
ENSG00000198642,1,0,0,55958,KLHL9,kelch like family member 9
ENSG00000137154,1,0,0,6194,RPS6,ribosomal protein S6
ENSG00000232176,1,0,0,,,
ENSG00000155158,1,0,0,158219,TTC39B,tetratricopeptide repeat domain 39B
ENSG00000215237,1,0,0,,,
ENSG00000225472,1,0,0,,,
ENSG00000212695,1,0,0,,,
ENSG00000147854,1,0,0,115426,UHRF2,ubiquitin like with PHD and ring finger domains 2
ENSG00000233846,1,0,0,,,
ENSG00000137040,1,0,0,26953,RANBP6,RAN binding protein 6
ENSG00000183354,-1,0,0,158358,KIAA2026,KIAA2026
ENSG00000099219,0,0,1,79956,ERMP1,endoplasmic reticulum metallopeptidase 1
ENSG00000107020,1,0,0,55848,PLGRKT,plasminogen receptor with a C-terminal lysine
ENSG00000107014,1,0,0,6019,RLN2,relaxin 2
ENSG00000107014,1,0,0,6013,RLN1,relaxin 1
ENSG00000147853,1,0,0,50808,AK3,adenylate kinase 3
ENSG00000106993,1,0,0,55664,CDC37L1,cell division cycle 37 like 1
ENSG00000106686,1,0,0,55064,SPATA6L,spermatogenesis associated 6 like
ENSG00000107249,0,0,1,169792,GLIS3,GLIS family zinc finger 3
ENSG00000064218,0,0,1,58524,DMRT3,doublesex and mab-3 related transcription factor 3
ENSG00000226403,1,0,0,,,
ENSG00000235330,0,0,1,,,
ENSG00000170631,-1,0,0,7564,ZNF16,zinc finger protein 16
ENSG00000197363,-1,0,0,340385,ZNF517,zinc finger protein 517
ENSG00000147799,-1,0,0,80728,ARHGAP39,Rho GTPase activating protein 39
ENSG00000160959,-1,0,0,9684,LRRC14,leucine rich repeat containing 14
ENSG00000160957,-1,0,0,9401,RECQL4,RecQ like helicase 4
ENSG00000167702,-1,0,0,90990,KIFC2,kinesin family member C2
ENSG00000187954,-1,0,0,50626,CYHR1,cysteine and histidine rich 1
ENSG00000160949,-1,0,0,4796,TONSL,"tonsoku like, DNA repair protein"
ENSG00000071894,-1,0,0,29894,CPSF1,cleavage and polyadenylation specific factor 1
ENSG00000185803,-1,0,0,79581,SLC52A2,solute carrier family 52 member 2
ENSG00000185122,-1,0,0,3297,HSF1,heat shock transcription factor 1
ENSG00000204771,-1,0,0,,,
ENSG00000204775,-1,0,0,,,
ENSG00000179832,-1,0,0,727957,MROH1,maestro heat like repeat family member 1
ENSG00000178814,-1,0,0,26873,OPLAH,"5-oxoprolinase, ATP-hydrolysing"
ENSG00000178719,-1,0,0,2907,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1
ENSG00000178685,-1,0,0,84875,PARP10,poly(ADP-ribose) polymerase family member 10
ENSG00000178209,-1,0,0,5339,PLEC,plectin
ENSG00000227184,-1,0,0,,,
ENSG00000180900,-1,0,0,23513,SCRIB,scribble planar cell polarity protein
ENSG00000203499,-1,0,0,100128338,FAM83H-AS1,FAM83H antisense RNA 1 (head to head)
ENSG00000265660,-1,0,0,100616318,MIR4664,microRNA 4664
ENSG00000180921,-1,0,0,286077,FAM83H,family with sequence similarity 83 member H
ENSG00000181135,-1,0,0,101928160,LOC101928160,uncharacterized LOC101928160
ENSG00000181135,-1,0,0,286075,ZNF707,zinc finger protein 707
ENSG00000183309,-1,0,0,9831,ZNF623,zinc finger protein 623
ENSG00000179886,-1,0,0,84948,TIGD5,tigger transposable element derived 5
ENSG00000014164,-1,0,0,23144,ZC3H3,zinc finger CCCH-type containing 3
ENSG00000184428,-1,0,0,116447,TOP1MT,DNA topoisomerase I mitochondrial
ENSG00000185730,-1,0,0,79943,ZNF696,zinc finger protein 696
ENSG00000253716,1,0,0,100507316,MINCR,MYC-induced long non-coding RNA
ENSG00000181638,-1,0,0,286128,ZFP41,ZFP41 zinc finger protein
ENSG00000247317,0,0,1,,,
ENSG00000234616,-1,0,0,8629,JRK,Jrk helix-turn-helix protein
ENSG00000171045,-1,0,0,203062,TSNARE1,t-SNARE domain containing 1
ENSG00000184489,-1,0,0,11156,PTP4A3,protein tyrosine phosphatase 4A3
ENSG00000022567,-1,0,0,57210,SLC45A4,solute carrier family 45 member 4
ENSG00000105339,-1,0,0,22898,DENND3,DENN domain containing 3
ENSG00000167632,-1,0,0,83696,TRAPPC9,trafficking protein particle complex 9
ENSG00000169436,0,0,1,169044,COL22A1,collagen type XXII alpha 1 chain
ENSG00000066827,-1,0,0,57623,ZFAT,zinc finger and AT-hook domain containing
ENSG00000008513,-1,0,0,6482,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
ENSG00000104419,-1,0,0,10397,NDRG1,N-myc downstream regulated 1
ENSG00000153317,-1,0,0,50807,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
ENSG00000168672,-1,0,0,157638,LRATD2,LRAT domain containing 2
ENSG00000147684,1,0,0,4715,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9
ENSG00000147687,1,0,0,83940,TATDN1,TatD DNase domain containing 1
ENSG00000156795,1,0,0,55093,WDYHV1,WDYHV motif containing 1
ENSG00000189376,1,0,0,84933,C8orf76,chromosome 8 open reading frame 76
ENSG00000147689,0,0,-1,84985,FAM83A,family with sequence similarity 83 member A
ENSG00000172167,1,0,0,27085,MTBP,MDM2 binding protein
ENSG00000172172,1,0,0,28998,MRPL13,mitochondrial ribosomal protein L13
ENSG00000182197,-1,0,0,2131,EXT1,exostosin glycosyltransferase 1
ENSG00000147679,1,0,0,84294,UTP23,UTP23 small subunit processome component
ENSG00000147642,0,0,-1,55638,SYBU,syntabulin
ENSG00000147654,1,0,0,9166,EBAG9,estrogen receptor binding site associated antigen 9
ENSG00000120526,1,0,0,84955,NUDCD1,NudC domain containing 1
ENSG00000104408,1,0,0,3646,EIF3E,eukaryotic translation initiation factor 3 subunit E
ENSG00000176406,0,0,-1,9699,RIMS2,regulating synaptic membrane exocytosis 2
ENSG00000164934,1,0,0,25879,DCAF13,DDB1 and CUL4 associated factor 13
ENSG00000164929,0,0,-1,79870,BAALC,BAALC binder of MAP3K1 and KLF4
ENSG00000155097,-1,0,0,528,ATP6V1C1,ATPase H+ transporting V1 subunit C1
ENSG00000244052,1,0,0,,,
ENSG00000253320,1,0,0,,,
ENSG00000155096,1,0,0,51582,AZIN1,antizyme inhibitor 1
ENSG00000246263,1,0,0,101927221,UBR5-AS1,UBR5 antisense RNA 1
ENSG00000048392,1,0,0,50484,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
ENSG00000104490,0,0,1,83988,NCALD,neurocalcin delta
ENSG00000261087,0,0,1,,,
ENSG00000212994,1,0,0,,,
ENSG00000186106,1,0,0,157567,ANKRD46,ankyrin repeat domain 46
ENSG00000147669,1,0,0,5440,POLR2K,RNA polymerase II subunit K
ENSG00000164919,1,0,0,1345,COX6C,cytochrome c oxidase subunit 6C
ENSG00000132549,0,0,1,157680,VPS13B,vacuolar protein sorting 13 homolog B
ENSG00000245970,1,0,0,,,
ENSG00000243504,1,0,0,,,
ENSG00000104324,1,0,0,10404,CPQ,carboxypeptidase Q
